wl	n
2.758189	3.090
2.759845	3.088
2.761501	3.086
2.763157	3.084
2.764812	3.082
2.766468	3.080
2.768124	3.078
2.769780	3.076
2.771436	3.074
2.773092	3.072
2.774747	3.070
2.776403	3.068
2.778059	3.066
2.779715	3.064
2.781371	3.062
2.783027	3.060
2.784682	3.058
2.786338	3.057
2.787994	3.055
2.789650	3.053
2.791306	3.051
2.792961	3.049
2.794617	3.047
2.796273	3.045
2.797929	3.043
2.799585	3.041
2.801241	3.039
2.802896	3.037
2.804552	3.036
2.806208	3.034
2.807864	3.032
2.809520	3.030
2.811176	3.028
2.812831	3.026
2.814487	3.024
2.816143	3.023
2.817799	3.021
2.819455	3.019
2.821111	3.017
2.822766	3.015
2.824422	3.014
2.826078	3.012
2.827734	3.010
2.829390	3.008
2.831046	3.006
2.832701	3.005
2.834357	3.003
2.836013	3.001
2.837669	2.999
2.839325	2.997
2.840980	2.996
2.842636	2.994
2.844292	2.992
2.845948	2.991
2.847604	2.989
2.849260	2.987
2.850915	2.985
2.852571	2.984
2.854227	2.982
2.855883	2.980
2.857539	2.979
2.859195	2.977
2.860850	2.975
2.862506	2.974
2.864162	2.972
2.865818	2.970
2.867474	2.969
2.869130	2.967
2.870785	2.965
2.872441	2.964
2.874097	2.962
2.875753	2.960
2.877409	2.959
2.879065	2.957
2.880720	2.955
2.882376	2.954
2.884032	2.952
2.885688	2.951
2.887344	2.949
2.889000	2.947
2.890655	2.946
2.892311	2.944
2.893967	2.943
2.895623	2.941
2.897279	2.940
2.898934	2.938
2.900590	2.936
2.902246	2.935
2.903902	2.933
2.905558	2.932
2.907214	2.930
2.908869	2.929
2.910525	2.927
2.912181	2.926
2.913837	2.924
2.915493	2.923
2.917149	2.921
2.918804	2.920
2.920460	2.918
2.922116	2.917
2.923772	2.915
2.925428	2.914
2.927084	2.912
2.928739	2.911
2.930395	2.909
2.932051	2.908
2.933707	2.907
2.935363	2.905
2.937019	2.904
2.938674	2.902
2.940330	2.901
2.941986	2.899
2.943642	2.898
2.945298	2.897
2.946953	2.895
2.948609	2.894
2.950265	2.892
2.951921	2.891
2.953577	2.890
2.955233	2.888
2.956888	2.887
2.958544	2.885
2.960200	2.884
2.961856	2.883
2.963512	2.881
2.965168	2.880
2.966823	2.879
2.968479	2.877
2.970135	2.876
2.971791	2.875
2.973447	2.873
2.975103	2.872
2.976758	2.871
2.978414	2.869
2.980070	2.868
2.981726	2.867
2.983382	2.866
2.985038	2.864
2.986693	2.863
2.988349	2.862
2.990005	2.860
2.991661	2.859
2.993317	2.858
2.994972	2.857
2.996628	2.855
2.998284	2.854
2.999940	2.853
3.001596	2.852
3.003252	2.850
3.004907	2.849
3.006563	2.848
3.008219	2.847
3.009875	2.846
3.011531	2.844
3.013187	2.843
3.014842	2.842
3.016498	2.841
3.018154	2.840
3.019810	2.838
3.021466	2.837
3.023122	2.836
3.024777	2.835
3.026433	2.834
3.028089	2.832
3.029745	2.831
3.031401	2.830
3.033057	2.829
3.034712	2.828
3.036368	2.827
3.038024	2.826
3.039680	2.824
3.041336	2.823
3.042992	2.822
3.044647	2.821
3.046303	2.820
3.047959	2.819
3.049615	2.818
3.051271	2.817
3.052926	2.816
3.054582	2.814
3.056238	2.813
3.057894	2.812
3.059550	2.811
3.061206	2.810
3.062861	2.809
3.064517	2.808
3.066173	2.807
3.067829	2.806
3.069485	2.805
3.071141	2.804
3.072796	2.803
3.074452	2.802
3.076108	2.801
3.077764	2.800
3.079420	2.799
3.081076	2.798
3.082731	2.797
3.084387	2.796
3.086043	2.795
3.087699	2.794
3.089355	2.793
3.091011	2.792
3.092666	2.791
3.094322	2.790
3.095978	2.789
3.097634	2.788
3.099290	2.787
3.100945	2.786
3.102601	2.785
3.104257	2.784
3.105913	2.783
3.107569	2.782
3.109225	2.781
3.110880	2.780
3.112536	2.779
3.114192	2.778
3.115848	2.777
3.117504	2.776
3.119160	2.775
3.120815	2.775
3.122471	2.774
3.124127	2.773
3.125783	2.772
3.127439	2.771
3.129095	2.770
3.130750	2.769
3.132406	2.768
3.134062	2.767
3.135718	2.767
3.137374	2.766
3.139030	2.765
3.140685	2.764
3.142341	2.763
3.143997	2.762
3.145653	2.761
3.147309	2.761
3.148964	2.760
3.150620	2.759
3.152276	2.758
3.153932	2.757
3.155588	2.756
3.157244	2.756
3.158899	2.755
3.160555	2.754
3.162211	2.753
3.163867	2.752
3.165523	2.752
3.167179	2.751
3.168834	2.750
3.170490	2.749
3.172146	2.748
3.173802	2.748
3.175458	2.747
3.177114	2.746
3.178769	2.745
3.180425	2.744
3.182081	2.744
3.183737	2.743
3.185393	2.742
3.187049	2.741
3.188704	2.741
3.190360	2.740
3.192016	2.739
3.193672	2.739
3.195328	2.738
3.196983	2.737
3.198639	2.736
3.200295	2.736
3.201951	2.735
3.203607	2.734
3.205263	2.733
3.206918	2.733
3.208574	2.732
3.210230	2.731
3.211886	2.731
3.213542	2.730
3.215198	2.729
3.216853	2.729
3.218509	2.728
3.220165	2.727
3.221821	2.727
3.223477	2.726
3.225133	2.725
3.226788	2.725
3.228444	2.724
3.230100	2.723
3.231756	2.723
3.233412	2.722
3.235068	2.721
3.236723	2.721
3.238379	2.720
3.240035	2.720
3.241691	2.719
3.243347	2.718
3.245002	2.718
3.246658	2.717
3.248314	2.716
3.249970	2.716
3.251626	2.715
3.253282	2.715
3.254937	2.714
3.256593	2.713
3.258249	2.713
3.259905	2.712
3.261561	2.712
3.263217	2.711
3.264872	2.711
3.266528	2.710
3.268184	2.709
3.269840	2.709
3.271496	2.708
3.273152	2.708
3.274807	2.707
3.276463	2.707
3.278119	2.706
3.279775	2.706
3.281431	2.705
3.283087	2.705
3.284742	2.704
3.286398	2.704
3.288054	2.703
3.289710	2.702
3.291366	2.702
3.293022	2.701
3.294677	2.701
3.296333	2.700
3.297989	2.700
3.299645	2.699
3.301301	2.699
3.302956	2.698
3.304612	2.698
3.306268	2.698
3.307924	2.697
3.309580	2.697
3.311236	2.696
3.312891	2.696
3.314547	2.695
3.316203	2.695
3.317859	2.694
3.319515	2.694
3.321171	2.693
3.322826	2.693
3.324482	2.692
3.326138	2.692
3.327794	2.692
3.329450	2.691
3.331106	2.691
3.332761	2.690
3.334417	2.690
3.336073	2.689
3.337729	2.689
3.339385	2.689
3.341041	2.688
3.342696	2.688
3.344352	2.687
3.346008	2.687
3.347664	2.687
3.349320	2.686
3.350975	2.686
3.352631	2.685
3.354287	2.685
3.355943	2.685
3.357599	2.684
3.359255	2.684
3.360910	2.683
3.362566	2.683
3.364222	2.683
3.365878	2.682
3.367534	2.682
3.369190	2.682
3.370845	2.681
3.372501	2.681
3.374157	2.681
3.375813	2.680
3.377469	2.680
3.379125	2.680
3.380780	2.679
3.382436	2.679
3.384092	2.679
3.385748	2.678
3.387404	2.678
3.389060	2.678
3.390715	2.677
3.392371	2.677
3.394027	2.677
3.395683	2.676
3.397339	2.676
3.398994	2.676
3.400650	2.676
3.402306	2.675
3.403962	2.675
3.405618	2.675
3.407274	2.674
3.408929	2.674
3.410585	2.674
3.412241	2.674
3.413897	2.673
3.415553	2.673
3.417209	2.673
3.418864	2.673
3.420520	2.672
3.422176	2.672
3.423832	2.672
3.425488	2.672
3.427144	2.671
3.428799	2.671
3.430455	2.671
3.432111	2.671
3.433767	2.670
3.435423	2.670
3.437079	2.670
3.438734	2.670
3.440390	2.669
3.442046	2.669
3.443702	2.669
3.445358	2.669
3.447014	2.669
3.448669	2.668
3.450325	2.668
3.451981	2.668
3.453637	2.668
3.455293	2.668
3.456948	2.667
3.458604	2.667
3.460260	2.667
3.461916	2.667
3.463572	2.667
3.465228	2.666
3.466883	2.666
3.468539	2.666
3.470195	2.666
3.471851	2.666
3.473507	2.666
3.475163	2.665
3.476818	2.665
3.478474	2.665
3.480130	2.665
3.481786	2.665
3.483442	2.665
3.485098	2.665
3.486753	2.664
3.488409	2.664
3.490065	2.664
3.491721	2.664
3.493377	2.664
3.495033	2.664
3.496688	2.664
3.498344	2.664
3.500000	2.663

wl	k
0.190000	1.380
0.191656	1.395
0.193312	1.411
0.194967	1.428
0.196623	1.444
0.198279	1.461
0.199935	1.478
0.201591	1.496
0.203247	1.514
0.204902	1.532
0.206558	1.550
0.208214	1.568
0.209870	1.587
0.211526	1.605
0.213182	1.624
0.214837	1.643
0.216493	1.662
0.218149	1.680
0.219805	1.699
0.221461	1.718
0.223117	1.737
0.224772	1.756
0.226428	1.775
0.228084	1.794
0.229740	1.813
0.231396	1.832
0.233052	1.851
0.234707	1.870
0.236363	1.888
0.238019	1.907
0.239675	1.926
0.241331	1.944
0.242986	1.963
0.244642	1.981
0.246298	1.999
0.247954	2.017
0.249610	2.036
0.251266	2.054
0.252921	2.072
0.254577	2.089
0.256233	2.107
0.257889	2.125
0.259545	2.142
0.261201	2.160
0.262856	2.177
0.264512	2.195
0.266168	2.212
0.267824	2.229
0.269480	2.246
0.271136	2.263
0.272791	2.280
0.274447	2.296
0.276103	2.313
0.277759	2.330
0.279415	2.346
0.281071	2.363
0.282726	2.379
0.284382	2.395
0.286038	2.411
0.287694	2.427
0.289350	2.443
0.291006	2.459
0.292661	2.475
0.294317	2.491
0.295973	2.506
0.297629	2.522
0.299285	2.537
0.300940	2.553
0.302596	2.568
0.304252	2.583
0.305908	2.598
0.307564	2.613
0.309220	2.628
0.310875	2.643
0.312531	2.658
0.314187	2.673
0.315843	2.688
0.317499	2.703
0.319155	2.717
0.320810	2.732
0.322466	2.746
0.324122	2.761
0.325778	2.775
0.327434	2.790
0.329090	2.804
0.330745	2.818
0.332401	2.832
0.334057	2.847
0.335713	2.861
0.337369	2.875
0.339025	2.889
0.340680	2.903
0.342336	2.916
0.343992	2.930
0.345648	2.944
0.347304	2.958
0.348959	2.972
0.350615	2.985
0.352271	2.999
0.353927	3.013
0.355583	3.026
0.357239	3.040
0.358894	3.053
0.360550	3.067
0.362206	3.080
0.363862	3.093
0.365518	3.107
0.367174	3.120
0.368829	3.134
0.370485	3.147
0.372141	3.160
0.373797	3.173
0.375453	3.186
0.377109	3.200
0.378764	3.213
0.380420	3.226
0.382076	3.239
0.383732	3.252
0.385388	3.265
0.387044	3.278
0.388699	3.291
0.390355	3.304
0.392011	3.317
0.393667	3.330
0.395323	3.343
0.396978	3.356
0.398634	3.369
0.400290	3.382
0.401946	3.394
0.403602	3.407
0.405258	3.420
0.406913	3.433
0.408569	3.446
0.410225	3.458
0.411881	3.471
0.413537	3.484
0.415193	3.497
0.416848	3.509
0.418504	3.522
0.420160	3.535
0.421816	3.547
0.423472	3.560
0.425128	3.573
0.426783	3.585
0.428439	3.598
0.430095	3.611
0.431751	3.623
0.433407	3.636
0.435063	3.648
0.436718	3.661
0.438374	3.674
0.440030	3.686
0.441686	3.699
0.443342	3.711
0.444998	3.724
0.446653	3.736
0.448309	3.749
0.449965	3.761
0.451621	3.774
0.453277	3.786
0.454932	3.799
0.456588	3.811
0.458244	3.824
0.459900	3.836
0.461556	3.848
0.463212	3.861
0.464867	3.873
0.466523	3.886
0.468179	3.898
0.469835	3.910
0.471491	3.923
0.473147	3.935
0.474802	3.948
0.476458	3.960
0.478114	3.972
0.479770	3.985
0.481426	3.997
0.483082	4.009
0.484737	4.022
0.486393	4.034
0.488049	4.046
0.489705	4.058
0.491361	4.071
0.493017	4.083
0.494672	4.095
0.496328	4.108
0.497984	4.120
0.499640	4.132
0.501296	4.144
0.502951	4.156
0.504607	4.169
0.506263	4.181
0.507919	4.193
0.509575	4.205
0.511231	4.217
0.512886	4.230
0.514542	4.242
0.516198	4.254
0.517854	4.266
0.519510	4.278
0.521166	4.290
0.522821	4.302
0.524477	4.314
0.526133	4.326
0.527789	4.339
0.529445	4.351
0.531101	4.363
0.532756	4.375
0.534412	4.387
0.536068	4.399
0.537724	4.411
0.539380	4.423
0.541036	4.435
0.542691	4.447
0.544347	4.459
0.546003	4.471
0.547659	4.482
0.549315	4.494
0.550970	4.506
0.552626	4.518
0.554282	4.530
0.555938	4.542
0.557594	4.554
0.559250	4.566
0.560905	4.578
0.562561	4.589
0.564217	4.601
0.565873	4.613
0.567529	4.625
0.569185	4.636
0.570840	4.648
0.572496	4.660
0.574152	4.672
0.575808	4.683
0.577464	4.695
0.579120	4.707
0.580775	4.718
0.582431	4.730
0.584087	4.742
0.585743	4.753
0.587399	4.765
0.589055	4.777
0.590710	4.788
0.592366	4.800
0.594022	4.811
0.595678	4.823
0.597334	4.834
0.598989	4.846
0.600645	4.857
0.602301	4.869
0.603957	4.880
0.605613	4.892
0.607269	4.903
0.608924	4.915
0.610580	4.926
0.612236	4.938
0.613892	4.949
0.615548	4.960
0.617204	4.972
0.618859	4.983
0.620515	4.994
0.622171	5.006
0.623827	5.017
0.625483	5.028
0.627139	5.039
0.628794	5.051
0.630450	5.062
0.632106	5.073
0.633762	5.084
0.635418	5.095
0.637074	5.107
0.638729	5.118
0.640385	5.129
0.642041	5.140
0.643697	5.151
0.645353	5.162
0.647008	5.173
0.648664	5.184
0.650320	5.195
0.651976	5.206
0.653632	5.217
0.655288	5.228
0.656943	5.239
0.658599	5.250
0.660255	5.261
0.661911	5.272
0.663567	5.283
0.665223	5.294
0.666878	5.305
0.668534	5.316
0.670190	5.326
0.671846	5.337
0.673502	5.348
0.675158	5.359
0.676813	5.370
0.678469	5.380
0.680125	5.391
0.681781	5.402
0.683437	5.413
0.685093	5.423
0.686748	5.434
0.688404	5.445
0.690060	5.455
0.691716	5.466
0.693372	5.477
0.695028	5.487
0.696683	5.498
0.698339	5.508
0.699995	5.519
0.701651	5.529
0.703307	5.540
0.704962	5.550
0.706618	5.561
0.708274	5.571
0.709930	5.582
0.711586	5.592
0.713242	5.603
0.714897	5.613
0.716553	5.624
0.718209	5.634
0.719865	5.644
0.721521	5.655
0.723177	5.665
0.724832	5.675
0.726488	5.686
0.728144	5.696
0.729800	5.706
0.731456	5.716
0.733112	5.727
0.734767	5.737
0.736423	5.747
0.738079	5.757
0.739735	5.767
0.741391	5.778
0.743047	5.788
0.744702	5.798
0.746358	5.808
0.748014	5.818
0.749670	5.828
0.751326	5.838
0.752981	5.848
0.754637	5.858
0.756293	5.868
0.757949	5.878
0.759605	5.888
0.761261	5.898
0.762916	5.908
0.764572	5.918
0.766228	5.928
0.767884	5.938
0.769540	5.948
0.771196	5.958
0.772851	5.968
0.774507	5.978
0.776163	5.988
0.777819	5.998
0.779475	6.007
0.781131	6.017
0.782786	6.027
0.784442	6.037
0.786098	6.047
0.787754	6.056
0.789410	6.066
0.791066	6.076
0.792721	6.086
0.794377	6.095
0.796033	6.105
0.797689	6.115
0.799345	6.124
0.801000	6.134
0.802656	6.144
0.804312	6.153
0.805968	6.163
0.807624	6.172
0.809280	6.182
0.810935	6.192
0.812591	6.201
0.814247	6.211
0.815903	6.220
0.817559	6.230
0.819215	6.239
0.820870	6.249
0.822526	6.258
0.824182	6.268
0.825838	6.277
0.827494	6.287
0.829150	6.296
0.830805	6.306
0.832461	6.315
0.834117	6.324
0.835773	6.334
0.837429	6.343
0.839085	6.352
0.840740	6.362
0.842396	6.371
0.844052	6.380
0.845708	6.390
0.847364	6.399
0.849020	6.408
0.850675	6.418
0.852331	6.427
0.853987	6.436
0.855643	6.445
0.857299	6.454
0.858954	6.464
0.860610	6.473
0.862266	6.482
0.863922	6.491
0.865578	6.500
0.867234	6.509
0.868889	6.519
0.870545	6.528
0.872201	6.537
0.873857	6.546
0.875513	6.555
0.877169	6.564
0.878824	6.573
0.880480	6.582
0.882136	6.591
0.883792	6.600
0.885448	6.609
0.887104	6.618
0.888759	6.627
0.890415	6.636
0.892071	6.645
0.893727	6.654
0.895383	6.663
0.897039	6.672
0.898694	6.681
0.900350	6.689
0.902006	6.698
0.903662	6.707
0.905318	6.716
0.906973	6.725
0.908629	6.734
0.910285	6.742
0.911941	6.751
0.913597	6.760
0.915253	6.769
0.916908	6.778
0.918564	6.786
0.920220	6.795
0.921876	6.804
0.923532	6.812
0.925188	6.821
0.926843	6.830
0.928499	6.838
0.930155	6.847
0.931811	6.856
0.933467	6.864
0.935123	6.873
0.936778	6.882
0.938434	6.890
0.940090	6.899
0.941746	6.907
0.943402	6.916
0.945058	6.924
0.946713	6.933
0.948369	6.941
0.950025	6.950
0.951681	6.958
0.953337	6.967
0.954992	6.975
0.956648	6.983
0.958304	6.992
0.959960	7.000
0.961616	7.009
0.963272	7.017
0.964927	7.025
0.966583	7.034
0.968239	7.042
0.969895	7.050
0.971551	7.059
0.973207	7.067
0.974862	7.075
0.976518	7.083
0.978174	7.092
0.979830	7.100
0.981486	7.108
0.983142	7.116
0.984797	7.124
0.986453	7.133
0.988109	7.141
0.989765	7.149
0.991421	7.157
0.993077	7.165
0.994732	7.173
0.996388	7.181
0.998044	7.189
0.999700	7.197
1.001356	7.205
1.003012	7.213
1.004667	7.221
1.006323	7.229
1.007979	7.237
1.009635	7.245
1.011291	7.253
1.012946	7.261
1.014602	7.269
1.016258	7.277
1.017914	7.284
1.019570	7.292
1.021226	7.300
1.022881	7.308
1.024537	7.316
1.026193	7.323
1.027849	7.331
1.029505	7.339
1.031161	7.347
1.032816	7.354
1.034472	7.362
1.036128	7.370
1.037784	7.377
1.039440	7.385
1.041096	7.393
1.042751	7.400
1.044407	7.408
1.046063	7.415
1.047719	7.423
1.049375	7.430
1.051031	7.438
1.052686	7.445
1.054342	7.453
1.055998	7.460
1.057654	7.468
1.059310	7.475
1.060965	7.483
1.062621	7.490
1.064277	7.497
1.065933	7.505
1.067589	7.512
1.069245	7.519
1.070900	7.527
1.072556	7.534
1.074212	7.541
1.075868	7.548
1.077524	7.555
1.079180	7.563
1.080835	7.570
1.082491	7.577
1.084147	7.584
1.085803	7.591
1.087459	7.598
1.089115	7.605
1.090770	7.612
1.092426	7.619
1.094082	7.626
1.095738	7.633
1.097394	7.640
1.099050	7.647
1.100705	7.654
1.102361	7.661
1.104017	7.668
1.105673	7.675
1.107329	7.682
1.108984	7.689
1.110640	7.695
1.112296	7.702
1.113952	7.709
1.115608	7.716
1.117264	7.722
1.118919	7.729
1.120575	7.736
1.122231	7.742
1.123887	7.749
1.125543	7.756
1.127199	7.762
1.128854	7.769
1.130510	7.775
1.132166	7.782
1.133822	7.788
1.135478	7.795
1.137134	7.801
1.138789	7.808
1.140445	7.814
1.142101	7.821
1.143757	7.827
1.145413	7.833
1.147069	7.840
1.148724	7.846
1.150380	7.852
1.152036	7.859
1.153692	7.865
1.155348	7.871
1.157004	7.877
1.158659	7.883
1.160315	7.890
1.161971	7.896
1.163627	7.902
1.165283	7.908
1.166938	7.914
1.168594	7.920
1.170250	7.926
1.171906	7.932
1.173562	7.938
1.175218	7.944
1.176873	7.950
1.178529	7.956
1.180185	7.962
1.181841	7.968
1.183497	7.973
1.185153	7.979
1.186808	7.985
1.188464	7.991
1.190120	7.997
1.191776	8.002
1.193432	8.008
1.195088	8.014
1.196743	8.019
1.198399	8.025
1.200055	8.031
1.201711	8.036
1.203367	8.042
1.205023	8.047
1.206678	8.053
1.208334	8.058
1.209990	8.064
1.211646	8.069
1.213302	8.075
1.214957	8.080
1.216613	8.085
1.218269	8.091
1.219925	8.096
1.221581	8.101
1.223237	8.107
1.224892	8.112
1.226548	8.117
1.228204	8.122
1.229860	8.128
1.231516	8.133
1.233172	8.138
1.234827	8.143
1.236483	8.148
1.238139	8.153
1.239795	8.158
1.241451	8.163
1.243107	8.168
1.244762	8.173
1.246418	8.178
1.248074	8.183
1.249730	8.188
1.251386	8.193
1.253042	8.198
1.254697	8.203
1.256353	8.208
1.258009	8.212
1.259665	8.217
1.261321	8.222
1.262976	8.227
1.264632	8.231
1.266288	8.236
1.267944	8.241
1.269600	8.246
1.271256	8.250
1.272911	8.255
1.274567	8.259
1.276223	8.264
1.277879	8.268
1.279535	8.273
1.281191	8.277
1.282846	8.282
1.284502	8.286
1.286158	8.291
1.287814	8.295
1.289470	8.300
1.291126	8.304
1.292781	8.308
1.294437	8.313
1.296093	8.317
1.297749	8.321
1.299405	8.325
1.301061	8.330
1.302716	8.334
1.304372	8.338
1.306028	8.342
1.307684	8.346
1.309340	8.350
1.310996	8.355
1.312651	8.359
1.314307	8.363
1.315963	8.367
1.317619	8.371
1.319275	8.375
1.320930	8.379
1.322586	8.383
1.324242	8.387
1.325898	8.391
1.327554	8.394
1.329210	8.398
1.330865	8.402
1.332521	8.406
1.334177	8.410
1.335833	8.414
1.337489	8.417
1.339145	8.421
1.340800	8.425
1.342456	8.429
1.344112	8.432
1.345768	8.436
1.347424	8.440
1.349080	8.443
1.350735	8.447
1.352391	8.450
1.354047	8.454
1.355703	8.458
1.357359	8.461
1.359015	8.465
1.360670	8.468
1.362326	8.472
1.363982	8.475
1.365638	8.478
1.367294	8.482
1.368949	8.485
1.370605	8.489
1.372261	8.492
1.373917	8.495
1.375573	8.499
1.377229	8.502
1.378884	8.505
1.380540	8.509
1.382196	8.512
1.383852	8.515
1.385508	8.518
1.387164	8.522
1.388819	8.525
1.390475	8.528
1.392131	8.531
1.393787	8.534
1.395443	8.537
1.397099	8.541
1.398754	8.544
1.400410	8.547
1.402066	8.550
1.403722	8.553
1.405378	8.556
1.407034	8.559
1.408689	8.562
1.410345	8.565
1.412001	8.568
1.413657	8.571
1.415313	8.574
1.416968	8.577
1.418624	8.580
1.420280	8.582
1.421936	8.585
1.423592	8.588
1.425248	8.591
1.426903	8.594
1.428559	8.597
1.430215	8.600
1.431871	8.602
1.433527	8.605
1.435183	8.608
1.436838	8.611
1.438494	8.613
1.440150	8.616
1.441806	8.619
1.443462	8.622
1.445118	8.624
1.446773	8.627
1.448429	8.630
1.450085	8.632
1.451741	8.635
1.453397	8.637
1.455053	8.640
1.456708	8.643
1.458364	8.645
1.460020	8.648
1.461676	8.650
1.463332	8.653
1.464987	8.656
1.466643	8.658
1.468299	8.661
1.469955	8.663
1.471611	8.666
1.473267	8.668
1.474922	8.671
1.476578	8.673
1.478234	8.676
1.479890	8.678
1.481546	8.680
1.483202	8.683
1.484857	8.685
1.486513	8.688
1.488169	8.690
1.489825	8.692
1.491481	8.695
1.493137	8.697
1.494792	8.700
1.496448	8.702
1.498104	8.704
1.499760	8.707
1.501416	8.709
1.503072	8.711
1.504727	8.714
1.506383	8.716
1.508039	8.718
1.509695	8.721
1.511351	8.723
1.513006	8.725
1.514662	8.727
1.516318	8.730
1.517974	8.732
1.519630	8.734
1.521286	8.737
1.522941	8.739
1.524597	8.741
1.526253	8.743
1.527909	8.746
1.529565	8.748
1.531221	8.750
1.532876	8.752
1.534532	8.754
1.536188	8.757
1.537844	8.759
1.539500	8.761
1.541156	8.763
1.542811	8.765
1.544467	8.768
1.546123	8.770
1.547779	8.772
1.549435	8.774
1.551091	8.776
1.552746	8.778
1.554402	8.781
1.556058	8.783
1.557714	8.785
1.559370	8.787
1.561026	8.789
1.562681	8.791
1.564337	8.794
1.565993	8.796
1.567649	8.798
1.569305	8.800
1.570960	8.802
1.572616	8.804
1.574272	8.806
1.575928	8.808
1.577584	8.811
1.579240	8.813
1.580895	8.815
1.582551	8.817
1.584207	8.819
1.585863	8.821
1.587519	8.823
1.589175	8.826
1.590830	8.828
1.592486	8.830
1.594142	8.832
1.595798	8.834
1.597454	8.836
1.599110	8.838
1.600765	8.840
1.602421	8.843
1.604077	8.845
1.605733	8.847
1.607389	8.849
1.609045	8.851
1.610700	8.853
1.612356	8.855
1.614012	8.858
1.615668	8.860
1.617324	8.862
1.618979	8.864
1.620635	8.866
1.622291	8.868
1.623947	8.870
1.625603	8.873
1.627259	8.875
1.628914	8.877
1.630570	8.879
1.632226	8.881
1.633882	8.883
1.635538	8.886
1.637194	8.888
1.638849	8.890
1.640505	8.892
1.642161	8.894
1.643817	8.897
1.645473	8.899
1.647129	8.901
1.648784	8.903
1.650440	8.905
1.652096	8.908
1.653752	8.910
1.655408	8.912
1.657064	8.914
1.658719	8.917
1.660375	8.919
1.662031	8.921
1.663687	8.923
1.665343	8.926
1.666998	8.928
1.668654	8.930
1.670310	8.933
1.671966	8.935
1.673622	8.937
1.675278	8.939
1.676933	8.942
1.678589	8.944
1.680245	8.946
1.681901	8.949
1.683557	8.951
1.685213	8.953
1.686868	8.956
1.688524	8.958
1.690180	8.961
1.691836	8.963
1.693492	8.965
1.695148	8.968
1.696803	8.970
1.698459	8.973
1.700115	8.975
1.701771	8.977
1.703427	8.980
1.705083	8.982
1.706738	8.985
1.708394	8.987
1.710050	8.990
1.711706	8.992
1.713362	8.995
1.715018	8.997
1.716673	9.000
1.718329	9.002
1.719985	9.005
1.721641	9.007
1.723297	9.010
1.724952	9.012
1.726608	9.015
1.728264	9.017
1.729920	9.020
1.731576	9.023
1.733232	9.025
1.734887	9.028
1.736543	9.031
1.738199	9.033
1.739855	9.036
1.741511	9.039
1.743167	9.041
1.744822	9.044
1.746478	9.047
1.748134	9.049
1.749790	9.052
1.751446	9.055
1.753102	9.057
1.754757	9.060
1.756413	9.063
1.758069	9.066
1.759725	9.069
1.761381	9.071
1.763037	9.074
1.764692	9.077
1.766348	9.080
1.768004	9.083
1.769660	9.086
1.771316	9.088
1.772971	9.091
1.774627	9.094
1.776283	9.097
1.777939	9.100
1.779595	9.103
1.781251	9.106
1.782906	9.109
1.784562	9.112
1.786218	9.115
1.787874	9.118
1.789530	9.121
1.791186	9.124
1.792841	9.127
1.794497	9.130
1.796153	9.133
1.797809	9.136
1.799465	9.139
1.801121	9.143
1.802776	9.146
1.804432	9.149
1.806088	9.152
1.807744	9.155
1.809400	9.158
1.811056	9.162
1.812711	9.165
1.814367	9.168
1.816023	9.171
1.817679	9.175
1.819335	9.178
1.820990	9.181
1.822646	9.184
1.824302	9.188
1.825958	9.191
1.827614	9.194
1.829270	9.198
1.830925	9.201
1.832581	9.205
1.834237	9.208
1.835893	9.211
1.837549	9.215
1.839205	9.218
1.840860	9.222
1.842516	9.225
1.844172	9.229
1.845828	9.232
1.847484	9.236
1.849140	9.239
1.850795	9.243
1.852451	9.247
1.854107	9.250
1.855763	9.254
1.857419	9.257
1.859075	9.261
1.860730	9.265
1.862386	9.268
1.864042	9.272
1.865698	9.276
1.867354	9.280
1.869010	9.283
1.870665	9.287
1.872321	9.291
1.873977	9.295
1.875633	9.299
1.877289	9.302
1.878944	9.306
1.880600	9.310
1.882256	9.314
1.883912	9.318
1.885568	9.322
1.887224	9.326
1.888879	9.330
1.890535	9.334
1.892191	9.338
1.893847	9.342
1.895503	9.346
1.897159	9.350
1.898814	9.354
1.900470	9.358
1.902126	9.362
1.903782	9.366
1.905438	9.370
1.907094	9.374
1.908749	9.378
1.910405	9.383
1.912061	9.387
1.913717	9.391
1.915373	9.395
1.917029	9.399
1.918684	9.404
1.920340	9.408
1.921996	9.412
1.923652	9.417
1.925308	9.421
1.926963	9.425
1.928619	9.430
1.930275	9.434
1.931931	9.438
1.933587	9.443
1.935243	9.447
1.936898	9.452
1.938554	9.456
1.940210	9.461
1.941866	9.465
1.943522	9.470
1.945178	9.474
1.946833	9.479
1.948489	9.483
1.950145	9.488
1.951801	9.493
1.953457	9.497
1.955113	9.502
1.956768	9.507
1.958424	9.511
1.960080	9.516
1.961736	9.521
1.963392	9.525
1.965048	9.530
1.966703	9.535
1.968359	9.540
1.970015	9.544
1.971671	9.549
1.973327	9.554
1.974982	9.559
1.976638	9.564
1.978294	9.569
1.979950	9.574
1.981606	9.579
1.983262	9.584
1.984917	9.589
1.986573	9.594
1.988229	9.599
1.989885	9.604
1.991541	9.609
1.993197	9.614
1.994852	9.619
1.996508	9.624
1.998164	9.629
1.999820	9.634
2.001476	9.639
2.003132	9.645
2.004787	9.650
2.006443	9.655
2.008099	9.660
2.009755	9.665
2.011411	9.671
2.013067	9.676
2.014722	9.681
2.016378	9.687
2.018034	9.692
