wl	n
0.87838	4.53872
0.89041	4.53755
0.90278	4.53634
0.91549	4.53727
0.92857	4.53601
0.94203	4.53422
0.95588	4.53314
0.97015	4.53155
0.98485	4.52993
1.0000	4.52584
1.0156	4.52294
1.0317	4.52079
1.0484	4.52067
1.0656	4.52242
1.0833	4.52527
1.1017	4.53026
1.1207	4.53723
1.1403	4.54668
1.1607	4.56031
1.1818	4.57740
1.2037	4.60007
1.2264	4.62635
1.2500	4.65852
1.2745	4.69679
1.3000	4.73932
1.3265	4.79165
1.3542	4.85184
1.3830	4.91672
1.4130	4.98544
1.4444	5.05794
1.4773	5.13881
1.5116	5.23051
1.5476	5.33049
1.5854	5.43306
1.6250	5.53614
1.6667	5.64158
1.7105	5.75041
1.7568	5.87018
1.8056	6.00278
1.8571	6.13956
1.9118	6.27288
1.9697	6.40218
2.0312	6.52507
2.0968	6.65796
2.1667	6.78759
2.2414	6.92155
2.3214	7.04753
2.4074	7.15611
2.5000	7.23395
